,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
289,-0.0516,Mon Jan 08 19:30:07 +0000 2018,0.946,0.054,0.0,"Vice President Mike Pence will leave late next week for a Middle East trip that will take him to Egypt, Jordan and… https://t.co/B01uWHpDcy",90,@CNN
290,0.0,Mon Jan 08 19:20:09 +0000 2018,1.0,0.0,0.0,"This is where the jobs are, and where they're not https://t.co/6qcbwqeiS6 https://t.co/fxOf8dOwGF",91,@CNN
291,0.0,Mon Jan 08 19:10:06 +0000 2018,1.0,0.0,0.0,“I wasn't about the naysayers. I wanted to work extra hard”: How Kathryn Smith defied the odds and became the first… https://t.co/hpFdpgUDvW,92,@CNN
292,-0.6486,Mon Jan 08 19:00:10 +0000 2018,0.699,0.301,0.0,64 migrants believed dead after boat sinks in Mediterranean https://t.co/r0MpOLqXq6 https://t.co/zVdhV20jPY,93,@CNN
293,0.0,Mon Jan 08 18:50:11 +0000 2018,1.0,0.0,0.0,6 times Oprah stoked or shot down 2020 speculation https://t.co/A0QTKeWeFZ https://t.co/ylR5k2sYrx,94,@CNN
294,0.0,Mon Jan 08 18:40:11 +0000 2018,1.0,0.0,0.0,"If Mitt Romney wants to become Utah's next senator, there's virtually nothing standing in the 2012 Republican presi… https://t.co/8reKntl31h",95,@CNN
295,0.0,Mon Jan 08 18:30:56 +0000 2018,1.0,0.0,0.0,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/l5XPljN5VS",96,@CNN
296,0.0,Mon Jan 08 18:20:07 +0000 2018,1.0,0.0,0.0,Removing a President using the 25th amendment would require a political apocalypse | Analysis by @zbyronwolf … https://t.co/l9XrU8kDSX,97,@CNN
297,0.8126,Mon Jan 08 18:10:16 +0000 2018,0.684,0.0,0.316,"""She knows how to win""

""I adore Oprah""

Here's what Trump tweeted about Oprah in 2012: https://t.co/UNHSF2P0ZI https://t.co/G5eun8bAkk",98,@CNN
298,0.6705,Mon Jan 08 18:00:16 +0000 2018,0.718,0.0,0.282,Steve Bannon knows the secret to getting back in Trump's good graces | Analysis by @CillizzaCNN… https://t.co/AdMp3q4TYL,99,@CNN
299,0.0,Mon Jan 08 17:52:25 +0000 2018,1.0,0.0,0.0,"Former independent counsel Ken Starr said Monday it's ""probable"" that President Trump will be interviewed face-to-f… https://t.co/Uwg3O0rWHT",100,@CNN
300,0.0,Tue Jan 09 02:35:02 +0000 2018,1.0,0.0,0.0,"While delivering remarks at the American Farm Bureau Federation Convention in Nashville, TN, @POTUS had this to say… https://t.co/qnjwcMymsD",1,@FoxNews
301,0.0,Tue Jan 09 02:24:20 +0000 2018,1.0,0.0,0.0,".@POTUS stands for National Anthem at NCAA game; Alabama player heard saying 'F--- #Trump', via @MRichardson713 https://t.co/KVTAtLnmBK",2,@FoxNews
302,0.0,Tue Jan 09 02:12:55 +0000 2018,1.0,0.0,0.0,"North, South Korea begin rare talks at the border ahead of Olympics https://t.co/RIdKzsc0ew",3,@FoxNews
303,0.4404,Tue Jan 09 02:01:21 +0000 2018,0.854,0.0,0.146,During the singing of the national anthem at tonight's College Football Playoff National Championship game in Atlan… https://t.co/HTsNJ6eMYR,4,@FoxNews
304,0.5563,Tue Jan 09 01:55:21 +0000 2018,0.807,0.0,0.193,"""#OprahWinfrey is very talented. She brings people together. She's not divisive."" — @WendyOsefo on speculation abou… https://t.co/3e3pUMQzUo",5,@FoxNews
305,0.0,Tue Jan 09 01:40:31 +0000 2018,1.0,0.0,0.0,WATCH: #Trump Adviser Stephen Miller Reacts to @CNN Interview  https://t.co/pvkcU1GyIX,6,@FoxNews
306,0.0,Tue Jan 09 01:39:03 +0000 2018,1.0,0.0,0.0,"Stephen Miller on @POTUS' immigration reform plan: ""We can have an immigration system that 10, 20, 30, 50 years fro… https://t.co/RiKbjCjjWS",7,@FoxNews
307,0.0,Tue Jan 09 01:36:06 +0000 2018,1.0,0.0,0.0,"Stephen Miller on @POTUS' immigration reform plan: ""When we have an immigration system, whose needs are we fundamen… https://t.co/iBb8z74N3Y",8,@FoxNews
308,0.0,Tue Jan 09 01:34:03 +0000 2018,1.0,0.0,0.0,"Stephen Miller on @POTUS' immigration reform plan: ""If Democrats oppose a border wall, they're just saying they wan… https://t.co/ulAAzhof8p",9,@FoxNews
309,0.0,Tue Jan 09 01:30:56 +0000 2018,1.0,0.0,0.0,"Stephen Miller on #Trump's immigration reform plan: ""@POTUS has a very 'radical' idea. And that's that when we make… https://t.co/RTwNA36WXr",10,@FoxNews
310,-0.34,Tue Jan 09 01:25:26 +0000 2018,0.876,0.124,0.0,.@WhiteHouse senior policy adviser Stephen Miller talks to @TuckerCarlson about his fiery interview on @CNN over th… https://t.co/nzd74yWLpX,11,@FoxNews
311,-0.4588,Tue Jan 09 01:18:04 +0000 2018,0.8,0.2,0.0,.@RepMikeTurner The Obama-era neglect of our military must come to an end  https://t.co/qwPJVvIKIf,12,@FoxNews
312,0.5574,Tue Jan 09 01:01:03 +0000 2018,0.753,0.0,0.247,Hero whale saves snorkeler from tiger shark in the Pacific Ocean https://t.co/zxIDtoSomQ,13,@FoxNews
313,0.0,Tue Jan 09 00:55:04 +0000 2018,1.0,0.0,0.0,"TUNE IN: @WhiteHouse Senior Policy Advisor Stephen Miller speaks to @TuckerCarlson at 8p ET on ""Tucker Carlson Toni… https://t.co/TvQ4Lif48A",14,@FoxNews
314,-0.5719,Tue Jan 09 00:49:10 +0000 2018,0.829,0.171,0.0,".@TGowdySC on plans to speak w/ Steve Bannon on his claims of treasonous behavior in Trump campaign: ""Yes...Treason… https://t.co/USt1CoFpsG",15,@FoxNews
315,0.0,Tue Jan 09 00:45:00 +0000 2018,1.0,0.0,0.0,.@POTUS bashing 2018 #GoldenGlobes ratings down from 2017 https://t.co/nQ2ptua55T,16,@FoxNews
316,0.0,Tue Jan 09 00:34:08 +0000 2018,1.0,0.0,0.0,".@SteveScalise: ""When you're in meetings with @POTUS, it's all business. You've got a man here who wants to get our… https://t.co/ixFFxphnQj",17,@FoxNews
317,0.0,Tue Jan 09 00:24:04 +0000 2018,1.0,0.0,0.0,".@benshapiro on @Oprah possibly running for president in 2020: ""If there are people who are very famous, and we've… https://t.co/YhBsFKiLBW",18,@FoxNews
318,0.8555,Tue Jan 09 00:13:02 +0000 2018,0.669,0.0,0.331,"""The United States is a wonderful country and it is a much better place to live than a lot of places on Earth, but.… https://t.co/GlNrnZNgtk",19,@FoxNews
319,0.0,Tue Jan 09 00:04:24 +0000 2018,1.0,0.0,0.0,"""#DonaldTrump ran for office saying he was going to change immigration laws...That's what he's doing here."" —… https://t.co/Wsi36Lsg8f",20,@FoxNews
320,0.0,Tue Jan 09 02:35:02 +0000 2018,1.0,0.0,0.0,"While delivering remarks at the American Farm Bureau Federation Convention in Nashville, TN, @POTUS had this to say… https://t.co/qnjwcMymsD",21,@FoxNews
321,0.0,Tue Jan 09 02:24:20 +0000 2018,1.0,0.0,0.0,".@POTUS stands for National Anthem at NCAA game; Alabama player heard saying 'F--- #Trump', via @MRichardson713 https://t.co/KVTAtLnmBK",22,@FoxNews
322,0.0,Tue Jan 09 02:12:55 +0000 2018,1.0,0.0,0.0,"North, South Korea begin rare talks at the border ahead of Olympics https://t.co/RIdKzsc0ew",23,@FoxNews
323,0.4404,Tue Jan 09 02:01:21 +0000 2018,0.854,0.0,0.146,During the singing of the national anthem at tonight's College Football Playoff National Championship game in Atlan… https://t.co/HTsNJ6eMYR,24,@FoxNews
324,0.5563,Tue Jan 09 01:55:21 +0000 2018,0.807,0.0,0.193,"""#OprahWinfrey is very talented. She brings people together. She's not divisive."" — @WendyOsefo on speculation abou… https://t.co/3e3pUMQzUo",25,@FoxNews
325,0.0,Tue Jan 09 01:40:31 +0000 2018,1.0,0.0,0.0,WATCH: #Trump Adviser Stephen Miller Reacts to @CNN Interview  https://t.co/pvkcU1GyIX,26,@FoxNews
326,0.0,Tue Jan 09 01:39:03 +0000 2018,1.0,0.0,0.0,"Stephen Miller on @POTUS' immigration reform plan: ""We can have an immigration system that 10, 20, 30, 50 years fro… https://t.co/RiKbjCjjWS",27,@FoxNews
327,0.0,Tue Jan 09 01:36:06 +0000 2018,1.0,0.0,0.0,"Stephen Miller on @POTUS' immigration reform plan: ""When we have an immigration system, whose needs are we fundamen… https://t.co/iBb8z74N3Y",28,@FoxNews
328,0.0,Tue Jan 09 01:34:03 +0000 2018,1.0,0.0,0.0,"Stephen Miller on @POTUS' immigration reform plan: ""If Democrats oppose a border wall, they're just saying they wan… https://t.co/ulAAzhof8p",29,@FoxNews
329,0.0,Tue Jan 09 01:30:56 +0000 2018,1.0,0.0,0.0,"Stephen Miller on #Trump's immigration reform plan: ""@POTUS has a very 'radical' idea. And that's that when we make… https://t.co/RTwNA36WXr",30,@FoxNews
330,-0.34,Tue Jan 09 01:25:26 +0000 2018,0.876,0.124,0.0,.@WhiteHouse senior policy adviser Stephen Miller talks to @TuckerCarlson about his fiery interview on @CNN over th… https://t.co/nzd74yWLpX,31,@FoxNews
331,-0.4588,Tue Jan 09 01:18:04 +0000 2018,0.8,0.2,0.0,.@RepMikeTurner The Obama-era neglect of our military must come to an end  https://t.co/qwPJVvIKIf,32,@FoxNews
332,0.5574,Tue Jan 09 01:01:03 +0000 2018,0.753,0.0,0.247,Hero whale saves snorkeler from tiger shark in the Pacific Ocean https://t.co/zxIDtoSomQ,33,@FoxNews
333,0.0,Tue Jan 09 00:55:04 +0000 2018,1.0,0.0,0.0,"TUNE IN: @WhiteHouse Senior Policy Advisor Stephen Miller speaks to @TuckerCarlson at 8p ET on ""Tucker Carlson Toni… https://t.co/TvQ4Lif48A",34,@FoxNews
334,-0.5719,Tue Jan 09 00:49:10 +0000 2018,0.829,0.171,0.0,".@TGowdySC on plans to speak w/ Steve Bannon on his claims of treasonous behavior in Trump campaign: ""Yes...Treason… https://t.co/USt1CoFpsG",35,@FoxNews
335,0.0,Tue Jan 09 00:45:00 +0000 2018,1.0,0.0,0.0,.@POTUS bashing 2018 #GoldenGlobes ratings down from 2017 https://t.co/nQ2ptua55T,36,@FoxNews
336,0.0,Tue Jan 09 00:34:08 +0000 2018,1.0,0.0,0.0,".@SteveScalise: ""When you're in meetings with @POTUS, it's all business. You've got a man here who wants to get our… https://t.co/ixFFxphnQj",37,@FoxNews
337,0.0,Tue Jan 09 00:24:04 +0000 2018,1.0,0.0,0.0,".@benshapiro on @Oprah possibly running for president in 2020: ""If there are people who are very famous, and we've… https://t.co/YhBsFKiLBW",38,@FoxNews
338,0.8555,Tue Jan 09 00:13:02 +0000 2018,0.669,0.0,0.331,"""The United States is a wonderful country and it is a much better place to live than a lot of places on Earth, but.… https://t.co/GlNrnZNgtk",39,@FoxNews
339,0.0,Tue Jan 09 00:04:24 +0000 2018,1.0,0.0,0.0,"""#DonaldTrump ran for office saying he was going to change immigration laws...That's what he's doing here."" —… https://t.co/Wsi36Lsg8f",40,@FoxNews
340,-0.3182,Mon Jan 08 23:56:49 +0000 2018,0.46,0.333,0.207,"Norman Roule on Iran protests: ""Clearly the protesters have valid grievances and clearly this is a repressive gover… https://t.co/srCP8TQqOp",41,@FoxNews
341,-0.765,Mon Jan 08 23:56:26 +0000 2018,0.479,0.521,0.0,Dem-ordered study to expose illegal online gun sales backfires https://t.co/c3LCWCVppS,42,@FoxNews
342,0.5106,Mon Jan 08 23:38:03 +0000 2018,0.728,0.073,0.199,"""ARE YOU IN?"": A father, and Georgia Bulldogs fan, breaks down in tears when his son gives him the ultimate gift: t… https://t.co/eMR3faC6WC",43,@FoxNews
343,0.0,Mon Jan 08 23:29:58 +0000 2018,1.0,0.0,0.0,"James Damore sues @Google, claims tech giant discriminates against white conservative men https://t.co/vBAUrIiwBm",44,@FoxNews
344,0.4588,Mon Jan 08 23:23:30 +0000 2018,0.786,0.0,0.214,"Grand jury seeks testimony about @SenSanders' wife, $10M college loan: report  https://t.co/48TbQEZzre",45,@FoxNews
345,0.0,Mon Jan 08 23:22:01 +0000 2018,1.0,0.0,0.0,"This week's #PAFarmShow features this butter sculpture which depicts a dairy cow, dairy farmer, agronomist, milk pr… https://t.co/JfHUbZbdHX",46,@FoxNews
346,0.6114,Mon Jan 08 23:12:01 +0000 2018,0.765,0.0,0.235,Penguins at the @MilwaukeeCoZoo? are happy to hop on the scale for fish! https://t.co/yPh6otCyQn,47,@FoxNews
347,0.4019,Mon Jan 08 23:10:27 +0000 2018,0.787,0.0,0.213,.@NancyPelosi's Son Posts Photo With @IvankaTrump at Mar-A-Lago NYE Party https://t.co/YT1U6eFdaY,48,@FoxNews
348,-0.612,Mon Jan 08 23:00:04 +0000 2018,0.733,0.267,0.0,"It's Kim Jong Un's birthday (probably), but North Koreans aren't celebrating https://t.co/SNqdKWDYTj",49,@FoxNews
349,0.25,Mon Jan 08 22:51:00 +0000 2018,0.857,0.0,0.143,.@POTUS tells farming convention the ‘American dream is roaring back to life’ https://t.co/zp55oFgeRa,50,@FoxNews
350,-0.34,Mon Jan 08 22:43:38 +0000 2018,0.888,0.112,0.0,".@JesseBWatters on Michael Wolff's @WhiteHouse book 'Fire and Fury': ""The main point of the book was that @POTUS di… https://t.co/0mGfkKgAQv",51,@FoxNews
351,-0.4404,Mon Jan 08 22:30:40 +0000 2018,0.868,0.132,0.0,".@kimguilfoyle on attacks on @POTUS' 'mental fitness': ""So, how did he get into the @WhiteHouse?...He did all the d… https://t.co/jmCzJc0iQg",52,@FoxNews
352,0.2263,Mon Jan 08 22:23:03 +0000 2018,0.671,0.134,0.195,.@NAACP calls for 'snowflake' protest against #Trump at College Football Championship https://t.co/YWhjZSbCYI,53,@FoxNews
353,0.0,Mon Jan 08 22:15:05 +0000 2018,1.0,0.0,0.0,"TONIGHT: @WhiteHouse Policy Advisor Stephen Miller speaks to @TuckerCarlson at 8p ET on ""Tucker Carlson Tonight.""… https://t.co/DP4EMb8bR1",54,@FoxNews
354,0.0,Mon Jan 08 22:14:02 +0000 2018,1.0,0.0,0.0,"During remarks at the American Farm Bureau Federation Convention in Nashville, TN, @POTUS had this to say about the… https://t.co/jRlotgffoa",55,@FoxNews
355,0.7311,Mon Jan 08 22:08:53 +0000 2018,0.745,0.0,0.255,".@POTUS: ""We are witnessing a new era of patriotism, prosperity, and pride, and at the forefront of this exciting n… https://t.co/xDfBlAxOH0",56,@FoxNews
356,-0.3182,Mon Jan 08 22:08:12 +0000 2018,0.85,0.15,0.0,.@TheJusticeDept official who concealed meetings with #Trump dossier figures loses another job title https://t.co/vTkII3kbDG,57,@FoxNews
357,-0.1779,Mon Jan 08 22:04:42 +0000 2018,0.641,0.21,0.149,".@POTUS: ""Our task is to preserve the freedom that American soldiers have fought for and died for in every generati… https://t.co/XtYNE2OdmV",58,@FoxNews
358,0.6808,Mon Jan 08 22:00:11 +0000 2018,0.763,0.0,0.237,".@POTUS: ""Every American child deserves to grow up in a safe community and to live a life full of dignity, purpose… https://t.co/FYUnr314Bu",59,@FoxNews
359,0.0,Mon Jan 08 21:55:42 +0000 2018,1.0,0.0,0.0,".@POTUS: ""We are going to end chain migration. We are going to end the lottery system, and we are going to build th… https://t.co/8mtpWySRxn",60,@FoxNews
360,0.3182,Mon Jan 08 21:54:14 +0000 2018,0.655,0.122,0.223,"""We're also moving swiftly to bring hope and prosperity to struggling rural communities."" - @POTUS signs two execut… https://t.co/xc836etyby",61,@FoxNews
361,0.0772,Mon Jan 08 21:49:57 +0000 2018,0.925,0.0,0.075,".@POTUS: ""We want to see even more victories for the American farmer and the American rancher."" https://t.co/WVMHftBr3q",62,@FoxNews
362,0.3182,Mon Jan 08 21:48:19 +0000 2018,0.867,0.0,0.133,JUST IN: President #Trump signs two executive orders to expand broadband access in rural areas https://t.co/CdtfA6tAtZ,63,@FoxNews
363,0.4939,Mon Jan 08 21:47:30 +0000 2018,0.763,0.076,0.16,".@POTUS: ""There's plenty of space for people to express their views, and to protest. But we love our flag, we love… https://t.co/RMkA65HhGO",64,@FoxNews
364,0.0258,Mon Jan 08 21:42:51 +0000 2018,0.622,0.207,0.17,".@POTUS: ""We're fighting for our farmers...and we're fighting for our country, and for our great American flag."" https://t.co/MT57vbDEJy",65,@FoxNews
365,-0.4767,Mon Jan 08 21:39:40 +0000 2018,0.745,0.255,0.0,".@POTUS speaking to the American Farm Bureau Federation: ""You are forgotten no more."" https://t.co/IXGscbC3lB",66,@FoxNews
366,-0.807,Mon Jan 08 21:35:21 +0000 2018,0.733,0.267,0.0,".@POTUS: ""You're going to be spared...of the deeply unfair estate tax, known as the 'death tax.' So, you can keep y… https://t.co/BvZCJ0D3wa",67,@FoxNews
367,-0.2732,Mon Jan 08 21:32:50 +0000 2018,0.913,0.087,0.0,".@POTUS: ""Under this new law, the typical family of four earning $75,000 will see an income tax cut of more than $2… https://t.co/kWJ9KtRyrL",68,@FoxNews
368,0.4767,Mon Jan 08 21:28:44 +0000 2018,0.829,0.0,0.171,".@POTUS: ""Republicans came together and delivered historic relief for our farmers and our middle class."" https://t.co/CLkunkhWws",69,@FoxNews
369,0.5719,Mon Jan 08 21:27:30 +0000 2018,0.812,0.0,0.188,".@POTUS: ""We know that our nation was founded by farmers. Our independence was won by farmers."" https://t.co/0TyUtPwyxt",70,@FoxNews
370,0.0,Mon Jan 08 21:23:31 +0000 2018,1.0,0.0,0.0,".@POTUS: ""Farmers have always, always, always led the way."" https://t.co/IhdUBGP5ts",71,@FoxNews
371,0.0,Mon Jan 08 21:20:42 +0000 2018,1.0,0.0,0.0,".@POTUS: ""We have been working every day to deliver for America's farmers, just as they work every single day to de… https://t.co/7dgeQgrloK",72,@FoxNews
372,0.0,Mon Jan 08 21:18:23 +0000 2018,1.0,0.0,0.0,".@POTUS: ""Here as the state slogan goes: 'We see America at its absolute best,' and you're doing well."" https://t.co/ZXHxuOQtfd",73,@FoxNews
373,0.0,Mon Jan 08 21:12:37 +0000 2018,1.0,0.0,0.0,.@POTUS is expected to discuss trade and economic issues in Nashville speech https://t.co/GgIRJCYmPM,74,@FoxNews
374,0.7506,Mon Jan 08 21:09:26 +0000 2018,0.701,0.0,0.299,"""[@realDonaldTrump] is like every politician; he wants to be loved a little bit."" Former Reagan Campaign Manager… https://t.co/7MH993MWk2",75,@FoxNews
375,0.0,Mon Jan 08 21:04:35 +0000 2018,1.0,0.0,0.0,"TUNE IN: @POTUS to deliver remarks to the American Farm Bureau Federation in Nashville, Tennessee. https://t.co/xCLL1a8GhF",76,@FoxNews
376,-0.6705,Mon Jan 08 20:58:29 +0000 2018,0.609,0.391,0.0,"Washington state deputy killed, prompting massive manhunt https://t.co/pie42JhUZX",77,@FoxNews
377,-0.0772,Mon Jan 08 20:56:58 +0000 2018,0.698,0.163,0.14,Ex-wife of slain NBA player agrees to face Tennessee charges https://t.co/PfuFIwazCG,78,@FoxNews
378,0.4926,Mon Jan 08 20:52:10 +0000 2018,0.834,0.0,0.166,OPINION: Why 2018 could truly be historic for small business (and it's about time!) (via @FoxNewsOpinion) https://t.co/FBYaSIMrSF,79,@FoxNews
379,0.3612,Mon Jan 08 20:31:04 +0000 2018,0.872,0.0,0.128,".@bykowicz on Michael Wolff's book: ""I feel like this is a story that isn't going away anytime soon.""… https://t.co/bheE3VUuyL",80,@FoxNews
380,0.0,Mon Jan 08 20:27:54 +0000 2018,1.0,0.0,0.0,Former #Trump administration officials: Where are they now? https://t.co/DjEVSzXxUH,81,@FoxNews
381,-0.5719,Mon Jan 08 20:26:04 +0000 2018,0.761,0.239,0.0,Trump org attorneys slam ultra-luxe NYC condo building for trying to drop #Trump name from doorway https://t.co/XLmX7yx19q,82,@FoxNews
382,0.0,Mon Jan 08 20:23:54 +0000 2018,1.0,0.0,0.0,"Texas A&amp;M football reporter Courtney Roland found unharmed, police say https://t.co/MfMns0ftXX",83,@FoxNews
383,-0.2263,Mon Jan 08 20:22:37 +0000 2018,0.863,0.137,0.0,'Fixer Upper' star @joannagaines demands $150K to take part in lawsuit deposition https://t.co/P4ssEry5Dp,84,@FoxNews
384,0.4019,Mon Jan 08 20:16:05 +0000 2018,0.838,0.0,0.162,OPINION: Earmarks - those special taxpayer-funded 'favors' for members of Congress - may be back (via… https://t.co/Afzy5kF4Us,85,@FoxNews
385,0.0,Mon Jan 08 20:12:35 +0000 2018,1.0,0.0,0.0,.@POTUS arrives in Nashville for speech to American Farm Bureau Federation https://t.co/1pIshXDcDA,86,@FoxNews
386,0.0,Mon Jan 08 20:08:23 +0000 2018,1.0,0.0,0.0,"#Trump lawyers consider possible interview of president by Mueller team, @johnrobertsFox reports… https://t.co/eLMWu342rk",87,@FoxNews
387,-0.3182,Mon Jan 08 20:03:50 +0000 2018,0.85,0.15,0.0,DOJ official who concealed meetings with #Trump dossier figures loses another job title https://t.co/lW2kqSSLDc,88,@FoxNews
388,0.0,Mon Jan 08 19:57:14 +0000 2018,1.0,0.0,0.0,.@KatTimpf Teaches Her Own 'Masterclass': How to Be a Cable News Pundit https://t.co/xrxY2tJ1E4,89,@FoxNews
